id	name	description	rgb[0]	rgb[1]	rgb[2]	reserved1
20633	Taik Orc Shaman		9C	E8	A9	-1
20634	Taik Orc Captain		9C	E8	A9	-1
20635	Carinkain		9C	E8	A9	-1
20636	Forest of Mirrors Ghost		9C	E8	A9	-1
20637	Forest of Mirrors Ghost		9C	E8	A9	-1
20638	Forest of Mirrors Ghost		9C	E8	A9	-1
20639	Mirror		9C	E8	A9	-1
20640	Harit Lizardman		9C	E8	A9	-1
20641	Harit Lizardman Grunt		9C	E8	A9	-1
20642	Harit Lizardman Archer		9C	E8	A9	-1
20643	Harit Lizardman Warrior		9C	E8	A9	-1
20644	Harit Lizardman Shaman		9C	E8	A9	-1
20645	Harit Lizardman Matriarch		9C	E8	A9	-1
20646	Halingka		9C	E8	A9	-1
20647	Yintzu		9C	E8	A9	-1
20648	Paliote		9C	E8	A9	-1
20649	Hamrut		9C	E8	A9	-1
20650	Kranrot		9C	E8	A9	-1
20651	Gamlin		9C	E8	A9	-1
20652	Leogul		9C	E8	A9	-1
20653	Lesser Giant		9C	E8	A9	-1
20654	Lesser Giant Soldier		9C	E8	A9	-1
20655	Lesser Giant Shooter		9C	E8	A9	-1
20656	Lesser Giant Scout		9C	E8	A9	-1
20657	Lesser Giant Mage		9C	E8	A9	-1
20658	Lesser Giant Elder		9C	E8	A9	-1
20659	Grave Wanderer		9C	E8	A9	-1
20660	Archer of Greed		9C	E8	A9	-1
20661	Hatar Ratman Thief		9C	E8	A9	-1
20662	Hatar Ratman Boss		9C	E8	A9	-1
20663	Hatar Hanishee		9C	E8	A9	-1
20664	Deprive		9C	E8	A9	-1
20665	Taik Orc Supply		9C	E8	A9	-1
20666	Taik Orc Seeker		9C	E8	A9	-1
20667	Farcran		9C	E8	A9	-1
20668	Grave Guard		9C	E8	A9	-1
20669	Taik Orc Supply Leader		9C	E8	A9	-1
20670	Crimson Drake		9C	E8	A9	-1
20671	Kadios		9C	E8	A9	-1
20672	Trives		9C	E8	A9	-1
20673	Falibati		9C	E8	A9	-1
20674	Doom Knight		9C	E8	A9	-1
20675	Tairim		9C	E8	A9	-1
20676	Judge of Marsh		9C	E8	A9	-1
20677	Tulben		9C	E8	A9	-1
20678	Tortured Undead		9C	E8	A9	-1
20679	Marsh Stalker		9C	E8	A9	-1
20680	Marsh Drake		9C	E8	A9	-1
20681	Vanor Silenos		9C	E8	A9	-1
20682	Vanor Silenos Grunt		9C	E8	A9	-1
20683	Vanor Silenos Scout		9C	E8	A9	-1
20684	Vanor Silenos Warrior		9C	E8	A9	-1
20685	Vanor Silenos Shaman		9C	E8	A9	-1
20686	Vanor Silenos Chieftain		9C	E8	A9	-1
20738	Kobold Looter Bepook		9C	E8	A9	-1
20739	Bepook's Pet		9C	E8	A9	-1
20742	Mystical Weaver		9C	E8	A9	-1
20743	Howler		9C	E8	A9	-1
20744	Red Eye Vampire Bat		9C	E8	A9	-1
20745	Gigantiops		9C	E8	A9	-1
20746	Young Gigantiops		9C	E8	A9	-1
20747	Roxide		9C	E8	A9	-1
20748	Roxide Cohort		9C	E8	A9	-1
20749	Death Fire		9C	E8	A9	-1
20750	Fire Archer		9C	E8	A9	-1
20751	Snipe		9C	E8	A9	-1
20752	Snipe Cohort		9C	E8	A9	-1
20753	Dark Lord		9C	E8	A9	-1
20754	Dark Knight		9C	E8	A9	-1
20755	Talakin		9C	E8	A9	-1
20756	Talakin Archer		9C	E8	A9	-1
20757	Talakin Raider		9C	E8	A9	-1
20758	Dragon Bearer Chief		9C	E8	A9	-1
20759	Dragon Bearer Warrior		9C	E8	A9	-1
20760	Dragon Bearer Archer		9C	E8	A9	-1
20761	Pytan		9C	E8	A9	-1
20762	Pytan Knight		9C	E8	A9	-1
20763	Lord of the Plains		9C	E8	A9	-1
20764	Shaman of the Plains		9C	E8	A9	-1
20765	Warrior of the Plains		9C	E8	A9	-1
20766	Scout of the Plains		9C	E8	A9	-1
20767	Timak Orc Troop Leader		9C	E8	A9	-1
20768	Timak Orc Troop Shaman		9C	E8	A9	-1
20769	Timak Orc Troop Warrior		9C	E8	A9	-1
20770	Timak Orc Troop Archer		9C	E8	A9	-1
20771	Barif		9C	E8	A9	-1
20772	Barif's Pet		9C	E8	A9	-1
20773	Conjurer Bat Lord		9C	E8	A9	-1
20774	Conjurer Bat 		9C	E8	A9	-1
20775	Bugbear Raider		9C	E8	A9	-1
20776	Dark Succubus		9C	E8	A9	-1
20777	Hunter Bear		9C	E8	A9	-1
20778	Ragna Orc Overlord		9C	E8	A9	-1
20779	Ragna Orc Seer		9C	E8	A9	-1
20780	Bloody Axe Elite		9C	E8	A9	-1
20781	Delu Lizardman Shaman		9C	E8	A9	-1
20782	Ol Mahum Novice		9C	E8	A9	-1
20783	Dread Wolf		9C	E8	A9	-1
20784	Tasaba Lizardman		9C	E8	A9	-1
20785	Tasaba Lizardman Shaman		9C	E8	A9	-1
20786	Lienrik		9C	E8	A9	-1
20787	Lienrik Lad		9C	E8	A9	-1
20788	Rakul		9C	E8	A9	-1
20789	Crokian		9C	E8	A9	-1
20790	Dailaon		9C	E8	A9	-1
20791	Crokian Warrior		9C	E8	A9	-1
20792	Farhite		9C	E8	A9	-1
20793	Nos		9C	E8	A9	-1
20794	Blade Stakato		9C	E8	A9	-1
20795	Blade Stakato Worker		9C	E8	A9	-1
20796	Blade Stakato Warrior		9C	E8	A9	-1
20797	Blade Stakato Drone		9C	E8	A9	-1
20798	Water Giant		9C	E8	A9	-1
20799	Queen Undine Lad		9C	E8	A9	-1
20800	Eva's Seeker		9C	E8	A9	-1
20801	Theeder Piker		9C	E8	A9	-1
20802	Theeder Mage		9C	E8	A9	-1
20803	Doll Master		9C	E8	A9	-1
20804	Crokian Lad		9C	E8	A9	-1
20805	Dailaon Lad		9C	E8	A9	-1
20806	Crokian Lad Warrior		9C	E8	A9	-1
20807	Farhite Lad		9C	E8	A9	-1
20808	Nos Lad		9C	E8	A9	-1
20809	Ghost of the Tower		9C	E8	A9	-1
20810	Seer of Hallate		9C	E8	A9	-1
20811	Ghastly Warrior		9C	E8	A9	-1
20812	Archer of Despair		9C	E8	A9	-1
20813	Crendion		9C	E8	A9	-1
20814	Blader of Despair		9C	E8	A9	-1
20815	Hound Dog of Hallate		9C	E8	A9	-1
20816	Hallate's Royal Guard		9C	E8	A9	-1
20817	Corrupt Sage		9C	E8	A9	-1
20818	Hallate's Warrior		9C	E8	A9	-1
20819	Archer of Abyss		9C	E8	A9	-1
20820	Hallate's Knight		9C	E8	A9	-1
20821	Erin Ediunce		9C	E8	A9	-1
20822	Hallate's Maid		9C	E8	A9	-1
20823	Platinum Tribe Soldier		9C	E8	A9	-1
20824	Hallate's Commander		9C	E8	A9	-1
20825	Hallate's Inspector		9C	E8	A9	-1
20826	Platinum Tribe Archer		9C	E8	A9	-1
20827	Platinum Tribe Warrior		9C	E8	A9	-1
20828	Platinum Tribe Shaman		9C	E8	A9	-1
20829	Platinum Tribe Overlord		9C	E8	A9	-1
20830	Guardian Angel		9C	E8	A9	-1
20831	Seal Angel		9C	E8	A9	-1
20832	Zaken's Pikeman		9C	E8	A9	-1
20833	Zaken's Archer		9C	E8	A9	-1
20834	Mardian		9C	E8	A9	-1
20835	Zaken's Seer		9C	E8	A9	-1
20836	Pirate Zombie		9C	E8	A9	-1
20837	Tainted Ogre		9C	E8	A9	-1
20838	Bloody Bat		9C	E8	A9	-1
20839	Unpleasant Humming		9C	E8	A9	-1
20840	Death Flyer		9C	E8	A9	-1
20841	Fiend Archer		9C	E8	A9	-1
20842	Musveren		9C	E8	A9	-1
20843	Zaken's Royal Guard		9C	E8	A9	-1
20844	Kaim Vanul		9C	E8	A9	-1
20845	Pirate's Zombie Captain		9C	E8	A9	-1
20846	Doll Blader		9C	E8	A9	-1
20847	Vale Master		9C	E8	A9	-1
20848	Light Bringer		9C	E8	A9	-1
20849	Light Worm		9C	E8	A9	-1
20850	Golden Stag Lord		9C	E8	A9	-1
20851	Theeder		9C	E8	A9	-1
20852	Banshee		9C	E8	A9	-1
20853	Kel Mahum		9C	E8	A9	-1
20854	Kel Mahum Warrior		9C	E8	A9	-1
20855	Kel Mahum Archer		9C	E8	A9	-1
20856	Kel Mahum Shaman		9C	E8	A9	-1
20857	Kel Mahum Champion		9C	E8	A9	-1
20858	Angel		9C	E8	A9	-1
20859	Guardian Angel		9C	E8	A9	-1
20860	Seal Angel		9C	E8	A9	-1
20861	Oel Mahum Champion		9C	E8	A9	-1
20862	Death Lord		9C	E8	A9	-1
20919	Maille Lizardman		9C	E8	A9	-1
20920	Maille Lizardman Scout		9C	E8	A9	-1
20921	Maille Lizardman Guard		9C	E8	A9	-1
20922	Maille Lizardman Warrior		9C	E8	A9	-1
20923	Maille Lizardman Shaman		9C	E8	A9	-1
20924	Maille Lizardman Matriarch		9C	E8	A9	-1
20925	Giant Araneid		9C	E8	A9	-1
20926	Poison Araneid		9C	E8	A9	-1
20927	King of the Araneid		9C	E8	A9	-1
20928	Hatu Weird Bee		9C	E8	A9	-1
20929	Hatu Dire Wolf		9C	E8	A9	-1
20930	Hatu Brown Bear		9C	E8	A9	-1
20931	Hatu Onyx Beast		9C	E8	A9	-1
20932	Hatu Crimson Bear		9C	E8	A9	-1
20933	Hatu Windsus		9C	E8	A9	-1
20934	Wasp Worker		9C	E8	A9	-1
20935	Wasp Leader		9C	E8	A9	-1
20936	Tanor Silenos		9C	E8	A9	-1
20937	Tanor Silenos Grunt		9C	E8	A9	-1
20938	Tanor Silenos Scout		9C	E8	A9	-1
20939	Tanor Silenos Warrior		9C	E8	A9	-1
20940	Tanor Silenos Shaman		9C	E8	A9	-1
20941	Tanor Silenos Chieftain		9C	E8	A9	-1
20942	Nightmare Guide		9C	E8	A9	-1
20943	Nightmare Keeper		9C	E8	A9	-1
20944	Nightmare Lord		9C	E8	A9	-1
20945	Cadeine		9C	E8	A9	-1
20946	Sanhidro		9C	E8	A9	-1
20947	Connabi		9C	E8	A9	-1
20948	Bartal		9C	E8	A9	-1
20949	Luminun		9C	E8	A9	-1
20950	Innersen		9C	E8	A9	-1
20951	Pobby's Maid		9C	E8	A9	-1
20952	Pobby Escort		9C	E8	A9	-1
20953	Pobby		9C	E8	A9	-1
20954	Hungered Corpse		9C	E8	A9	-1
20955	Ghostly Warrior		9C	E8	A9	-1
20956	Past Knight		9C	E8	A9	-1
20957	Nihil Invader		9C	E8	A9	-1
20958	Death Agent		9C	E8	A9	-1
20959	Dark Guard		9C	E8	A9	-1
20960	Bloody Ghost		9C	E8	A9	-1
20961	Bloody Knight		9C	E8	A9	-1
20962	Bloody Priest		9C	E8	A9	-1
20963	Bloody Lord		9C	E8	A9	-1
20964	Huge Footmark		9C	E8	A9	-1
20965	Chimera Piece		9C	E8	A9	-1
20966	Black Shadow		9C	E8	A9	-1
20967	Past Creature		9C	E8	A9	-1
20968	Nonexistent Man		9C	E8	A9	-1
20969	Giant's Shadow		9C	E8	A9	-1
20970	Soldier of Ancient Times		9C	E8	A9	-1
20971	Warrior of Ancient Times		9C	E8	A9	-1
20972	Shaman of Ancient Times		9C	E8	A9	-1
20973	Forgotten Ancient People		9C	E8	A9	-1
20974	Spiteful Soul Leader		9C	E8	A9	-1
20975	Spiteful Soul Wizard		9C	E8	A9	-1
20976	Spiteful Soul Fighter		9C	E8	A9	-1
20977	Elmo-Aden's Lady		9C	E8	A9	-1
20978	Elmo-Aden's Archer Escort		9C	E8	A9	-1
20979	Elmo-Aden's Maid		9C	E8	A9	-1
20980	Hallate's Follower Mul		9C	E8	A9	-1
20981	Mul's Wizard		9C	E8	A9	-1
20982	Mul's Knight		9C	E8	A9	-1
20983	Binder		9C	E8	A9	-1
20984	Bound Warrior		9C	E8	A9	-1
20985	Bound Archer		9C	E8	A9	-1
20986	Sairon		9C	E8	A9	-1
20987	Sairon's Doll		9C	E8	A9	-1
20988	Sairon's Puppet		9C	E8	A9	-1
20989	Lageos		9C	E8	A9	-1
20990	Pageos		9C	E8	A9	-1
20991	Swamp Tribe		9C	E8	A9	-1
20992	Swamp Alligator		9C	E8	A9	-1
20993	Swamp Warrior		9C	E8	A9	-1
20994	Garden Guard Leader		9C	E8	A9	-1
20995	Garden Guard		9C	E8	A9	-1
20996	Spiteful Ghost of Ruins		9C	E8	A9	-1
20997	Soldier of Grief		9C	E8	A9	-1
20998	Cruel Punisher		9C	E8	A9	-1
20999	Roving Soul		9C	E8	A9	-1
21000	Soul of Ruins		9C	E8	A9	-1
21001	Wretched Archer		9C	E8	A9	-1
21002	Doom Scout		9C	E8	A9	-1
21003	Grave Lich		9C	E8	A9	-1
21004	Dismal Pole		9C	E8	A9	-1
21005	Grave Predator		9C	E8	A9	-1
21006	Doom Servant		9C	E8	A9	-1
21007	Doom Guard		9C	E8	A9	-1
21008	Doom Archer		9C	E8	A9	-1
21009	Doom Trooper		9C	E8	A9	-1
21010	Doom Warrior		9C	E8	A9	-1
21011	Ol Mahum Van Grunt		9C	E8	A9	-1
21012	Magical Eye		9C	E8	A9	-1
21013	Ol Mahum Van Archer		9C	E8	A9	-1
21014	Lesser Warlike Tyrant		9C	E8	A9	-1
21015	Ol Mahum Van Leader		9C	E8	A9	-1
21016	Warlike Tyrant		9C	E8	A9	-1
21017	Fallen Orc		9C	E8	A9	-1
21018	Ancient Gargoyle		9C	E8	A9	-1
21019	Fallen Orc Archer		9C	E8	A9	-1
21020	Fallen Orc Shaman		9C	E8	A9	-1
21021	Sharp Talon Tiger		9C	E8	A9	-1
21022	Fallen Orc Captain		9C	E8	A9	-1
21023	Sobbing Wind		9C	E8	A9	-1
21024	Babbling Wind		9C	E8	A9	-1
21025	Giggling Wind		9C	E8	A9	-1
21026	Singing Wind		9C	E8	A9	-1
21034	Ogre		9C	E8	A9	-1
21035	Catherok		9C	E8	A9	-1
21036	Shindebarn		9C	E8	A9	-1
21037	Ossiud		9C	E8	A9	-1
21038	Liangma		9C	E8	A9	-1
21039	Snipe Cohort		9C	E8	A9	-1
21040	Soldier of Darkness		9C	E8	A9	-1
21058	Beast Lord		9C	E8	A9	-1
21059	Beast Guardian		9C	E8	A9	-1
21060	Beast Seer		9C	E8	A9	-1
21061	Hallate's Guardian		9C	E8	A9	-1
21062	Messenger Angel		9C	E8	A9	-1
21063	Messenger Angel		9C	E8	A9	-1
21064	Platinum Guardian Archer		9C	E8	A9	-1
21065	Platinum Guardian Warrior		9C	E8	A9	-1
21066	Platinum Guardian Shaman		9C	E8	A9	-1
21067	Guardian Archangel		9C	E8	A9	-1
21068	Guardian Archangel		9C	E8	A9	-1
21069	Platinum Guardian Prefect		9C	E8	A9	-1
21070	Seal Archangel		9C	E8	A9	-1
21071	Seal Archangel		9C	E8	A9	-1
21072	Platinum Guardian Chief		9C	E8	A9	-1
21073	Guardian Warrior of Elmoreden		9C	E8	A9	-1
21074	Bound Shaman		9C	E8	A9	-1
21075	Slaughter Bathin		9C	E8	A9	-1
21076	Bathin's Knight		9C	E8	A9	-1
21077	Bathin's Wizard		9C	E8	A9	-1
21078	Magus Valac		9C	E8	A9	-1
21079	Valac's Creature		9C	E8	A9	-1
21080	Valac's Guardian Spirit		9C	E8	A9	-1
21081	Power Angel Amon		9C	E8	A9	-1
21082	Amon's Captain of the Guards		9C	E8	A9	-1
21083	Amon's Spirits		9C	E8	A9	-1
21084	Bloody Lady		9C	E8	A9	-1
21085	Bloody Sniper		9C	E8	A9	-1
21086	Bloody Liviona		9C	E8	A9	-1
21087	Bloody Knight		9C	E8	A9	-1
21088	Bloody Banshee		9C	E8	A9	-1
21089	Bloody Lord		9C	E8	A9	-1
21090	Bloody Guardian		9C	E8	A9	-1
21091	Bloody Keeper		9C	E8	A9	-1
21092	Bloody Mystic		9C	E8	A9	-1
21093	Ratman Sub Chieftain		9C	E8	A9	-1
21094	Ratman Chieftain		9C	E8	A9	-1
21095	Giant Poison Bee		9C	E8	A9	-1
21096	Cloudy Beast		9C	E8	A9	-1
21097	Young Araneid		9C	E8	A9	-1
21098	Plain Grizzly		9C	E8	A9	-1
21099	Cloudy Beast Turen		9C	E8	A9	-1
21100	Langk Lizardman Sentinel		9C	E8	A9	-1
21101	Langk Lizardman Shaman		9C	E8	A9	-1
21102	Watchman of the Plains		9C	E8	A9	-1
21103	Roughly Hewn Rock Golem		9C	E8	A9	-1
21104	Delu Lizardman Supplier		9C	E8	A9	-1
21105	Delu Lizardman Special Agent		9C	E8	A9	-1
21106	Cursed Seer		9C	E8	A9	-1
21107	Delu Lizardman Commander		9C	E8	A9	-1
21108	Glow Wisp		9C	E8	A9	-1
21109	Hames Orc Scout		9C	E8	A9	-1
21110	Marsh Predator		9C	E8	A9	-1
21111	Lava Wyrm		9C	E8	A9	-1
21112	Hames Orc Footman		9C	E8	A9	-1
21113	Hames Orc Sniper		9C	E8	A9	-1
21114	Cursed Guardian		9C	E8	A9	-1
21115	Hames Orc Shaman		9C	E8	A9	-1
21116	Hames Orc Overlord		9C	E8	A9	-1
21117	Kasha Imp		9C	E8	A9	-1
21118	Baar Dre Vanul		9C	E8	A9	-1
21119	Hobgoblin		9C	E8	A9	-1
21120	Kasha Imp Turen		9C	E8	A9	-1
21121	Kasha Dire Wolf		9C	E8	A9	-1
21122	Kasha Bugbear		9C	E8	A9	-1
21123	Baar Dre Vanul Destroyer		9C	E8	A9	-1
21124	Red Eye Barbed Bat		9C	E8	A9	-1
21125	Northern Trimden		9C	E8	A9	-1
21126	Kerope Werewolf		9C	E8	A9	-1
21127	Northern Goblin		9C	E8	A9	-1
21128	Spine Golem		9C	E8	A9	-1
21129	Kerope Werewolf Chief		9C	E8	A9	-1
21130	Northern Goblin Leader		9C	E8	A9	-1
21131	Enchanted Spine Golem		9C	E8	A9	-1
21132	Underground Kobold		9C	E8	A9	-1
21133	Dead Pit Skeleton Archer		9C	E8	A9	-1
21134	Dead Pit Spartoi		9C	E8	A9	-1
21135	Underground Kobold Warrior		9C	E8	A9	-1
21136	Dead Pit Horror		9C	E8	A9	-1
21137	Iron Ore Golem		9C	E8	A9	-1
21138	Greedy Geist		9C	E8	A9	-1
21139	Catacomb Barbed Bat		9C	E8	A9	-1
21140	Catacomb Wisp		9C	E8	A9	-1
21141	Catacomb Serpent		9C	E8	A9	-1
21142	Grave Keeper Spartoi		9C	E8	A9	-1
21143	Catacomb Scavenger Bat		9C	E8	A9	-1
21144	Catacomb Shadow		9C	E8	A9	-1
21145	Catacomb Stakato Soldier		9C	E8	A9	-1
21146	Grave Keeper Dark Horror		9C	E8	A9	-1
21147	Catacomb Gargoyle		9C	E8	A9	-1
21148	Catacomb Liviona		9C	E8	A9	-1
21149	Decayed Ancient Pikeman		9C	E8	A9	-1
21150	Decayed Ancient Soldier		9C	E8	A9	-1
21151	Decayed Ancient Knight		9C	E8	A9	-1
21152	Purgatory Wisp		9C	E8	A9	-1
21153	Purgatory Serpent		9C	E8	A9	-1
21154	Hell Keeper Medusa		9C	E8	A9	-1
21155	Purgatory Conjurer		9C	E8	A9	-1
21156	Purgatory Shadow		9C	E8	A9	-1
21157	Purgatory Tarantula		9C	E8	A9	-1
21158	Hell Keeper Crimson Doll		9C	E8	A9	-1
21159	Purgatory Gargoyle		9C	E8	A9	-1
21160	Purgatory Liviona		9C	E8	A9	-1
21161	Lesser Ancient Soldier		9C	E8	A9	-1
21162	Lesser Ancient Scout		9C	E8	A9	-1
21163	Lesser Ancient Shaman		9C	E8	A9	-1
21164	Guardian Spirit of Ancient Holy Ground		9C	E8	A9	-1
21165	Lesser Ancient Warrior		9C	E8	A9	-1
21166	Lith Scout		9C	E8	A9	-1
21167	Lith Witch		9C	E8	A9	-1
21168	Lith Warrior		9C	E8	A9	-1
21169	Lith Guard		9C	E8	A9	-1
21170	Lith Medium		9C	E8	A9	-1
21171	Lith Overlord		9C	E8	A9	-1
21172	Lith Patrolman		9C	E8	A9	-1
21173	Lith Shaman		9C	E8	A9	-1
21174	Lith Commander		9C	E8	A9	-1
21175	Lilim Butcher		9C	E8	A9	-1
21176	Lilim Magus		9C	E8	A9	-1
21177	Lilim Knight Errant		9C	E8	A9	-1
21178	Lilim Marauder		9C	E8	A9	-1
21179	Lilim Priest		9C	E8	A9	-1
21180	Lilim Knight		9C	E8	A9	-1
21181	Lilim Assassin		9C	E8	A9	-1
21182	Lilim Soldier		9C	E8	A9	-1
21183	Lilim Knight Banneret		9C	E8	A9	-1
21184	Lilim Slayer		9C	E8	A9	-1
21185	Lilim Great Mystic		9C	E8	A9	-1
21186	Lilim Court Knight		9C	E8	A9	-1
21187	Gigant Slave		9C	E8	A9	-1
21188	Gigant Acolyte		9C	E8	A9	-1
21189	Gigant Overseer		9C	E8	A9	-1
21190	Gigant Footman		9C	E8	A9	-1
21191	Gigant Cleric		9C	E8	A9	-1
21192	Gigant Officer		9C	E8	A9	-1
21193	Gigant Raider		9C	E8	A9	-1
21194	Gigant Confessor		9C	E8	A9	-1
21195	Gigant Commander		9C	E8	A9	-1
21196	Nephilim Sentinel		9C	E8	A9	-1
21197	Nephilim Priest		9C	E8	A9	-1
21198	Nephilim Swordsman		9C	E8	A9	-1
21199	Nephilim Guard		9C	E8	A9	-1
21200	Nephilim Bishop		9C	E8	A9	-1
21201	Nephilim Centurion		9C	E8	A9	-1
21202	Nephilim Scout		9C	E8	A9	-1
21203	Nephilim Archbishop		9C	E8	A9	-1
21204	Nephilim Praetorian		9C	E8	A9	-1
21205	Nephilim Royal Guard		9C	E8	A9	-1
21206	Nephilim Cardinal		9C	E8	A9	-1
21207	Nephilim Commander		9C	E8	A9	-1
21208	Hallowed Watchman		9C	E8	A9	-1
21209	Hallowed Seer		9C	E8	A9	-1
21210	Vault Guardian		9C	E8	A9	-1
21211	Vault Seer		9C	E8	A9	-1
21212	Hallowed Sentinel		9C	E8	A9	-1
21213	Hallowed Monk		9C	E8	A9	-1
21214	Vault Sentinel		9C	E8	A9	-1
21215	Vault Monk		9C	E8	A9	-1
21216	Overlord of the Holy Lands		9C	E8	A9	-1
21217	Hallowed Priest		9C	E8	A9	-1
21218	Vault Overlord		9C	E8	A9	-1
21219	Vault Priest		9C	E8	A9	-1
21220	Sepulcher Archon		9C	E8	A9	-1
21221	Sepulcher Inquisitor		9C	E8	A9	-1
21222	Sepulcher Archon		9C	E8	A9	-1
21223	Sepulcher Inquisitor		9C	E8	A9	-1
21224	Sepulcher Guardian		9C	E8	A9	-1
21225	Sepulcher Sage		9C	E8	A9	-1
21226	Sepulcher Guardian		9C	E8	A9	-1
21227	Sepulcher Sage		9C	E8	A9	-1
21228	Sepulcher Guard 		9C	E8	A9	-1
21229	Sepulcher Preacher		9C	E8	A9	-1
21230	Sepulcher Guard		9C	E8	A9	-1
21231	Sepulcher Preacher		9C	E8	A9	-1
21232	Barrow Guardian		9C	E8	A9	-1
21233	Barrow Seer		9C	E8	A9	-1
21234	Grave Guardian		9C	E8	A9	-1
21235	Grave Seer		9C	E8	A9	-1
21236	Barrow Sentinel		9C	E8	A9	-1
21237	Barrow Monk		9C	E8	A9	-1
21238	Grave Sentinel		9C	E8	A9	-1
21239	Grave Monk		9C	E8	A9	-1
21240	Barrow Overlord		9C	E8	A9	-1
21241	Barrow Priest		9C	E8	A9	-1
21242	Grave Overlord		9C	E8	A9	-1
21243	Grave Priest		9C	E8	A9	-1
21244	Crypt Archon		9C	E8	A9	-1
21245	Crypt Inquisitor		9C	E8	A9	-1
21246	Tomb Archon		9C	E8	A9	-1
21247	Tomb Inquisitor		9C	E8	A9	-1
21248	Crypt Guardian		9C	E8	A9	-1
21249	Crypt Sage		9C	E8	A9	-1
21250	Tomb Guardian		9C	E8	A9	-1
21251	Tomb Sage		9C	E8	A9	-1
21252	Crypt Guard 		9C	E8	A9	-1
21253	Crypt Preacher		9C	E8	A9	-1
21254	Tomb Guard		9C	E8	A9	-1
21255	Tomb Preacher		9C	E8	A9	-1
21256	Underground Werewolf		9C	E8	A9	-1
21257	Evil Eye Seer		9C	E8	A9	-1
21258	Fallen Orc Shaman		9C	E8	A9	-1
21259	Fallen Orc Shaman		9C	E8	A9	-1
21260	Betrayer Orc Hero		9C	E8	A9	-1
21261	Ol Mahum Transcender		9C	E8	A9	-1
21262	Ol Mahum Transcender		9C	E8	A9	-1
21263	Ol Mahum Transcender		9C	E8	A9	-1
21264	Ol Mahum Transcender		9C	E8	A9	-1
21265	Cave Ant Larva		9C	E8	A9	-1
21266	Cave Ant Larva		9C	E8	A9	-1
21267	Cave Ant Larva		9C	E8	A9	-1
21268	Cave Ant Larva		9C	E8	A9	-1
21269	Cave Ant		9C	E8	A9	-1
21270	Cave Ant Soldier		9C	E8	A9	-1
21271	Cave Ant		9C	E8	A9	-1
21272	Cave Ant Soldier		9C	E8	A9	-1
21273	Cave Noble Ant		9C	E8	A9	-1
21274	Kookaburra		9C	E8	A9	-1
21275	Kookaburra		9C	E8	A9	-1
21276	Kookaburra		9C	E8	A9	-1
21277	Kookaburra		9C	E8	A9	-1
21278	Antelope		9C	E8	A9	-1
21279	Antelope		9C	E8	A9	-1
21280	Antelope		9C	E8	A9	-1
21281	Antelope		9C	E8	A9	-1
21282	Bandersnatch		9C	E8	A9	-1
21283	Bandersnatch		9C	E8	A9	-1
21284	Bandersnatch		9C	E8	A9	-1
21285	Bandersnatch		9C	E8	A9	-1
21286	Buffalo		9C	E8	A9	-1
21287	Buffalo		9C	E8	A9	-1
21288	Buffalo		9C	E8	A9	-1
21289	Buffalo		9C	E8	A9	-1
21290	Grendel		9C	E8	A9	-1
21291	Grendel		9C	E8	A9	-1
21292	Grendel		9C	E8	A9	-1
21293	Grendel		9C	E8	A9	-1
21294	Canyon Antelope 		9C	E8	A9	-1
21295	Canyon Antelope Slave		9C	E8	A9	-1
21296	Canyon Bandersnatch 		9C	E8	A9	-1
21297	Canyon Bandersnatch Slave		9C	E8	A9	-1
21298	Eye of Restrainer 		9C	E8	A9	-1
21299	Buffalo Slave		9C	E8	A9	-1
21300	Eye of Guide		9C	E8	A9	-1
21301	Gaze of Nightmare		9C	E8	A9	-1
21302	Eye of Watchman		9C	E8	A9	-1
21303	Homunculus		9C	E8	A9	-1
21304	Grendel Slave		9C	E8	A9	-1
21305	Eye of Pilgrim		9C	E8	A9	-1
21306	Disciples of Protection		9C	E8	A9	-1
21307	Elder Homunculus		9C	E8	A9	-1
21308	Disciples of Punishment		9C	E8	A9	-1
21309	Disciples of Punishment		9C	E8	A9	-1
21310	Disciples of Authority		9C	E8	A9	-1
21311	Disciples of Authority		9C	E8	A9	-1
21312	Eye of Ruler		9C	E8	A9	-1
21313	Sly Hound Dog		9C	E8	A9	-1
21314	Hot Springs Bandersnatchling		9C	E8	A9	-1
21315	Hot Springs Buffalo		9C	E8	A9	-1
21316	Hot Springs Flava		9C	E8	A9	-1
21317	Hot Springs Atroxspawn		9C	E8	A9	-1
21318	Hot Springs Antelope		9C	E8	A9	-1
21319	Hot Springs Nepenthes		9C	E8	A9	-1
21320	Hot Springs Yeti		9C	E8	A9	-1
21321	Hot Springs Atrox		9C	E8	A9	-1
21322	Hot Springs Bandersnatch		9C	E8	A9	-1
21323	Hot Springs Grendel		9C	E8	A9	-1
21324	Ketra Orc Footman		9C	E8	A9	-1
21325	Ketra's War Hound		9C	E8	A9	-1
21326	Grazing Kookaburra		9C	E8	A9	-1
21327	Ketra Orc Raider		9C	E8	A9	-1
21328	Ketra Orc Scout		9C	E8	A9	-1
21329	Ketra Orc Shaman		9C	E8	A9	-1
21330	Grazing Buffalo		9C	E8	A9	-1
21331	Ketra Orc Warrior		9C	E8	A9	-1
21332	Ketra Orc Lieutenant		9C	E8	A9	-1
21333	Grazing Windsus		9C	E8	A9	-1
21334	Ketra Orc Medium		9C	E8	A9	-1
21335	Ketra Orc Elite Soldier		9C	E8	A9	-1
